,start col,start row,stop col,score,avg,stop row,column size,row size,sqrt(k*l)*avg
0,132750000.0,167500000,134750000.0,108.146336524,1.84328189377,170750000,9.0,14.0,20.6907879412
1,71750000.0,34500000,76250000.0,95.1344560819,1.41834299003,37250000,19.0,12.0,21.4165094943
2,64000000.0,34500000,67250000.0,89.5150891211,1.62200444105,37000000,14.0,11.0,20.1285457658
3,72250000.0,132000000,76250000.0,51.9516583602,1.1495012364,136250000,17.0,18.0,20.1080592375
4,89500000.0,1000000,89500000.0,38.4387148711,7.33681568584,1250000,1.0,2.0,10.3758242475
5,89500000.0,102500000,89500000.0,29.711598356,8.87913162333,102500000,1.0,1.0,8.87913162333
6,89500000.0,104250000,89500000.0,29.0656770281,8.80698921881,104250000,1.0,1.0,8.80698921881
7,89500000.0,67750000,89500000.0,28.2090735953,8.71041695337,67750000,1.0,1.0,8.71041695337
8,89500000.0,66500000,89500000.0,24.4775072572,8.27693601973,66500000,1.0,1.0,8.27693601973
9,89500000.0,92500000,89500000.0,23.1163704099,8.11321413458,92500000,1.0,1.0,8.11321413458
