,start col,start row,stop col,score,avg,stop row,column size,row size,sqrt(k*l)*avg
0,64000000.0,130000000,73750000.0,974.995860748,1.25091976434,139750000,40.0,40.0,50.0367905736
1,0.0,130500000,3000000.0,366.550236244,1.47148893888,140250000,13.0,40.0,33.5551105283
2,74000000.0,128000000,76250000.0,193.463220711,1.40214014016,137250000,10.0,38.0,27.3327431775
3,20750000.0,68750000,21000000.0,47.787539766,7.91668475226,68750000,2.0,1.0,11.1958829457
4,64500000.0,129500000,67000000.0,42.6467983867,1.44929461071,132500000,11.0,13.0,17.3310428484
5,96250000.0,44250000,96250000.0,42.2865241668,10.1655665062,44250000,1.0,1.0,10.1655665062
6,43500000.0,68500000,43750000.0,41.6047365796,7.51942459576,68500000,2.0,1.0,10.6340722446
7,43000000.0,69250000,43000000.0,37.843047367,9.72312045923,69250000,1.0,1.0,9.72312045923
8,44250000.0,68000000,44500000.0,36.8836731083,7.20160436086,68000000,2.0,1.0,10.184606558
9,113000000.0,68000000,113250000.0,32.1581725801,6.86905892849,68000000,2.0,1.0,9.71431629741
10,41000000.0,40500000,41000000.0,32.1195817286,9.12233380455,40500000,1.0,1.0,9.12233380455
11,2000000.0,44250000,2250000.0,28.6199332078,6.60934698907,44250000,2.0,1.0,9.34702815037
12,42250000.0,43750000,42250000.0,29.9806501635,8.88763339673,43750000,1.0,1.0,8.88763339673
13,89500000.0,33500000,89500000.0,29.4024473699,6.67086214504,33750000,1.0,2.0,9.43402371824
14,73500000.0,40750000,73750000.0,35.5917273275,7.11220210091,40750000,2.0,1.0,10.0581726694
15,89500000.0,100000000,89500000.0,27.3026319688,6.51336764788,100250000,1.0,2.0,9.21129286435
16,125250000.0,69250000,125250000.0,36.1993335562,9.55436779527,69250000,1.0,1.0,9.55436779527
17,83500000.0,40750000,83500000.0,28.0909552946,8.67512868922,40750000,1.0,1.0,8.67512868922
18,24750000.0,43750000,24750000.0,26.9659440919,8.54617052868,43750000,1.0,1.0,8.54617052868
19,41000000.0,68750000,41000000.0,25.37679204,8.36070908816,68750000,1.0,1.0,8.36070908816
20,92250000.0,68500000,92250000.0,26.6572580543,8.51045350294,68500000,1.0,1.0,8.51045350294
21,99500000.0,67250000,99500000.0,24.946023865,8.3097424906,67250000,1.0,1.0,8.3097424906
22,96500000.0,68750000,96500000.0,22.7607411338,8.04635792739,68750000,1.0,1.0,8.04635792739
23,112750000.0,68500000,112750000.0,25.1350823763,8.33214841676,68500000,1.0,1.0,8.33214841676
24,46250000.0,70750000,46750000.0,21.7641203052,5.29386672394,70750000,3.0,1.0,9.16924613436
25,24500000.0,40500000,24500000.0,24.8727164953,8.30103876999,40500000,1.0,1.0,8.30103876999
26,31250000.0,40500000,31250000.0,22.7475105293,8.04473777405,40500000,1.0,1.0,8.04473777405
27,10500000.0,44250000,10750000.0,22.223498249,6.11255646784,44250000,2.0,1.0,8.64446025759
28,41750000.0,44250000,41750000.0,22.2220201514,7.98013061833,44250000,1.0,1.0,7.98013061833
29,116250000.0,69250000,116250000.0,30.3621462398,8.92993551521,69250000,1.0,1.0,8.92993551521
30,30250000.0,69250000,30250000.0,29.9372017824,8.88280315777,69250000,1.0,1.0,8.88280315777
31,90500000.0,68000000,90500000.0,22.4097506648,8.00326955337,68000000,1.0,1.0,8.00326955337
32,131000000.0,40750000,131000000.0,22.0496151857,7.95882312629,40750000,1.0,1.0,7.95882312629
