,start col,start row,stop col,score,avg,stop row,column size,row size,sqrt(k*l)*avg
0,38500000.0,64000000,48250000.0,631.173640249,1.69856674412,67250000,40.0,14.0,40.1954255005
1,73250000.0,63750000,81000000.0,517.142441997,1.31219541347,70000000,32.0,26.0,37.8495027736
2,38500000.0,71750000,48250000.0,366.201506084,1.21418701227,76250000,40.0,19.0,33.4728259426
3,73500000.0,250000,81000000.0,266.854275356,1.70616615372,2250000,31.0,9.0,28.4985933232
4,36500000.0,64000000,38250000.0,116.72693034,1.94159854656,67250000,8.0,14.0,20.5479476005
5,78000000.0,71500000,81000000.0,85.5503626844,1.29247505993,76250000,13.0,20.0,20.8405341328
6,250000.0,63750000,2000000.0,78.7079124972,1.71628284112,67250000,8.0,15.0,18.8009365428
7,39000000.0,250000,48750000.0,76.9371070786,1.20199674299,2000000,40.0,8.0,21.5019714085
8,39000000.0,67750000,48750000.0,75.9707273605,1.09142419619,70000000,40.0,10.0,21.8284839238
9,0.0,250000,2000000.0,63.8392621489,2.3659978568,1250000,9.0,5.0,15.8715961273
10,79000000.0,64500000,81000000.0,41.4793486693,1.80016637362,66250000,9.0,8.0,15.2749182006
11,60750000.0,64500000,62500000.0,29.6131837514,1.60383743269,67000000,8.0,11.0,15.045328741
12,10750000.0,114250000,11750000.0,28.7892599948,4.72852523017,114250000,5.0,1.0,10.573303848
13,36250000.0,72250000,38250000.0,25.7561828568,1.32549891675,76250000,9.0,17.0,16.3955161212
14,73250000.0,89500000,73500000.0,21.022976711,5.92697496982,89500000,2.0,1.0,8.38200838617
15,17250000.0,250000,18000000.0,4.30438866028,2.08455948481,1500000,4.0,6.0,10.2122141525
16,44500000.0,28750000,44500000.0,24.5937812947,8.20163439643,28750000,1.0,1.0,8.20163439643
17,44500000.0,31250000,44500000.0,23.1034448336,8.02056841017,31250000,1.0,1.0,8.02056841017
18,44500000.0,3500000,44500000.0,22.5061635451,7.94687843183,3500000,1.0,1.0,7.94687843183
