,start col,start row,stop col,score,avg,stop row,column size,row size,sqrt(k*l)*avg
0,36500000.0,130000000,46250000.0,801.922586657,1.13889335995,139750000,40.0,40.0,45.555734398
1,19000000.0,130500000,21250000.0,119.910392561,1.21550371513,140250000,10.0,40.0,24.3100743026
2,29250000.0,129750000,31500000.0,117.568210003,1.34740274665,136750000,10.0,29.0,22.9454419632
3,49000000.0,69000000,49750000.0,64.3619109352,6.53102091496,69000000,4.0,1.0,13.0620418299
4,23250000.0,132000000,24250000.0,45.2166726348,5.28999013381,132000000,5.0,1.0,11.8287775395
5,48000000.0,44750000,49000000.0,28.5742217053,4.62385141561,44750000,5.0,1.0,10.3392460832
6,37500000.0,128000000,40750000.0,21.16533153,0.885215209935,136750000,14.0,36.0,19.8730321748
7,36000000.0,34250000,40500000.0,20.0608236087,1.19252112004,36250000,19.0,9.0,15.5942371509
8,19250000.0,43750000,19750000.0,53.2903237348,6.85102296848,43750000,3.0,1.0,11.8663198652
9,49000000.0,68000000,49000000.0,17.8732032652,5.67132213821,68250000,1.0,2.0,8.02046068444
10,21750000.0,43750000,21750000.0,29.2160720444,8.69326931015,43750000,1.0,1.0,8.69326931015
