,start col,start row,stop col,score,avg,stop row,column size,row size,sqrt(k*l)*avg
0,37500000.0,63750000,47250000.0,1089.3491045,1.29009512028,73500000,40.0,40.0,51.6038048112
1,73250000.0,63000000,81000000.0,430.095295652,1.01241803348,72750000,32.0,40.0,36.2213687121
2,36500000.0,39250000,46000000.0,321.332524139,1.1710674018,43750000,39.0,19.0,31.8779948386
3,37750000.0,73750000,47500000.0,182.397178939,1.20555233273,76500000,40.0,12.0,26.4123282756
4,78000000.0,39000000,81000000.0,118.646746501,1.34656960488,44000000,13.0,21.0,22.2489812871
5,73250000.0,74000000,81000000.0,110.026647506,1.31556843002,76000000,32.0,9.0,22.3259365916
6,44500000.0,32750000,44500000.0,64.7490332802,8.85559836856,33000000,1.0,2.0,12.5237073157
7,46250000.0,41750000,48250000.0,29.382967947,1.6866680417,43500000,9.0,8.0,14.3118529188
8,61000000.0,63000000,62500000.0,26.9924381485,1.15232579442,72500000,7.0,39.0,19.0395468187
9,250000.0,39500000,2000000.0,22.1704626315,1.30102539191,44000000,8.0,19.0,16.0401182882
