,start col,start row,stop col,score,avg,stop row,column size,row size,sqrt(k*l)*avg
0,73500000.0,0,81000000.0,222.29606041,1.53916008327,2250000,31.0,10.0,27.0997097069
1,73250000.0,99500000,81000000.0,107.729309067,1.21324396774,102000000,32.0,11.0,22.7624745072
2,36500000.0,99500000,44250000.0,107.018509578,1.21158163254,102000000,32.0,11.0,22.7312863343
3,0.0,0,2000000.0,68.0851831081,1.91619817351,2000000,9.0,9.0,17.2457835616
4,75000000.0,74500000,75250000.0,41.4161568743,7.44729245541,74500000,2.0,1.0,10.5320619934
5,44500000.0,77750000,44500000.0,42.0064597594,7.53099838754,78000000,1.0,2.0,10.6504400579
6,36500000.0,250000,43750000.0,35.9313174159,1.1379288076,2250000,30.0,9.0,18.6980783027
7,37000000.0,75500000,41000000.0,35.1914111522,1.3070841971,77750000,17.0,10.0,17.0422928831
8,44500000.0,8750000,44500000.0,34.9441508164,9.38252677441,8750000,1.0,1.0,9.38252677441
9,44500000.0,52750000,44500000.0,31.4884728797,9.01107292627,52750000,1.0,1.0,9.01107292627
10,31750000.0,74500000,31750000.0,23.6082212527,8.10222759861,74500000,1.0,1.0,8.10222759861
11,54000000.0,74500000,54000000.0,23.4794125998,8.0865467973,74500000,1.0,1.0,8.0865467973
12,15250000.0,74500000,15250000.0,22.6250270046,7.98177906291,74500000,1.0,1.0,7.98177906291
