,start col,start row,stop col,score,avg,stop row,column size,row size,sqrt(k*l)*avg
0,36500000.0,65250000,46250000.0,613.104781055,1.02205409351,75000000,40.0,40.0,40.8821637404
1,36500000.0,39000000,46250000.0,203.82576758,0.949712725362,44000000,40.0,21.0,27.5252898077
2,29250000.0,63000000,31500000.0,102.887050826,1.15161448397,72750000,10.0,40.0,23.0322896794
3,29250000.0,39000000,31500000.0,80.903904329,1.36431158755,44000000,10.0,21.0,19.7707532144
4,19250000.0,66500000,21250000.0,52.7509654777,1.09391665311,76000000,9.0,39.0,20.4945219273
5,19000000.0,39000000,21250000.0,44.9925575374,1.23300109095,44000000,10.0,21.0,17.8678833374
6,29250000.0,74000000,31500000.0,35.3334541807,1.5140440725,76250000,10.0,10.0,15.140440725
7,37250000.0,75250000,40750000.0,35.3214376339,1.70086940067,76250000,15.0,5.0,14.729961095
8,48750000.0,30500000,48750000.0,24.8539152308,8.14487724446,30500000,1.0,1.0,8.14487724446
9,37500000.0,63250000,40750000.0,20.7321288657,1.25939768951,65500000,14.0,10.0,14.9013944196
