,start col,start row,stop col,score,avg,stop row,column size,row size,sqrt(k*l)*avg
0,70250000.0,128250000,76000000.0,498.580440676,1.29199889665,137000000,24.0,36.0,37.9768565404
1,102250000.0,128000000,105000000.0,220.839806914,1.33866401279,137250000,12.0,38.0,28.5860408355
2,51750000.0,70750000,51750000.0,51.0823411256,10.9901974005,70750000,1.0,1.0,10.9901974005
3,49250000.0,69250000,49250000.0,45.2018290723,10.4462073205,69250000,1.0,1.0,10.4462073205
4,124000000.0,44250000,124250000.0,44.8344857184,7.72992423503,44250000,2.0,1.0,10.9317636893
5,56250000.0,69250000,56250000.0,39.6880332557,9.90955039437,69250000,1.0,1.0,9.90955039437
6,30000000.0,128250000,32250000.0,39.6357554998,1.14940378318,135500000,10.0,30.0,19.9082575088
7,132000000.0,67250000,132000000.0,39.2545570944,9.86614640708,67250000,1.0,1.0,9.86614640708
8,47250000.0,93250000,47250000.0,39.0347752246,7.35127095403,93500000,1.0,2.0,10.3962670839
9,107750000.0,67250000,107750000.0,25.8833852862,8.42069503032,67250000,1.0,1.0,8.42069503032
10,107500000.0,43750000,107500000.0,33.4712852279,9.26805131209,43750000,1.0,1.0,9.26805131209
11,128500000.0,68500000,128500000.0,37.8755142693,9.72680028528,68500000,1.0,1.0,9.72680028528
12,1000000.0,70750000,1250000.0,25.1217520232,6.34294001841,70750000,2.0,1.0,8.97027179935
13,49250000.0,40500000,49250000.0,37.266275891,9.66461253896,40500000,1.0,1.0,9.66461253896
14,58250000.0,40500000,58250000.0,36.1776187353,9.55250108983,40500000,1.0,1.0,9.55250108983
15,63000000.0,69000000,63000000.0,44.9254189378,7.73830626042,69250000,1.0,2.0,10.9436176633
16,108750000.0,67250000,108750000.0,25.6050470855,8.38802697233,67250000,1.0,1.0,8.38802697233
17,130250000.0,69250000,130250000.0,38.425927703,9.78265039113,69250000,1.0,1.0,9.78265039113
18,67750000.0,69250000,67750000.0,38.1991978741,9.75968219521,69250000,1.0,1.0,9.75968219521
19,8500000.0,69250000,8500000.0,32.3433577526,9.14694698992,69250000,1.0,1.0,9.14694698992
20,67000000.0,44000000,67000000.0,24.9139587842,6.32984214908,44250000,1.0,2.0,8.95174861491
21,133500000.0,40500000,133500000.0,34.856050251,9.41464812257,40500000,1.0,1.0,9.41464812257
22,47250000.0,29750000,47250000.0,24.8684692586,8.30097258064,29750000,1.0,1.0,8.30097258064
23,87250000.0,67250000,87250000.0,25.1588742352,8.33540050554,67250000,1.0,1.0,8.33540050554
24,123000000.0,68500000,123000000.0,29.4396656016,8.82772007239,68500000,1.0,1.0,8.82772007239
