,start col,start row,stop col,score,avg,stop row,column size,row size,sqrt(k*l)*avg
0,250000.0,0,4500000.0,1427.00303439,3.01608814323,4500000,18.0,19.0,55.7772479529
1,250000.0,84500000,4500000.0,1063.27112825,2.41073862858,90000000,18.0,23.0,49.0512746463
2,45250000.0,0,50000000.0,368.849086152,1.62674064362,4500000,20.0,19.0,31.7110130114
3,17000000.0,0,19250000.0,213.922024787,1.80030797073,4750000,10.0,20.0,25.4601994865
4,45250000.0,85000000,50000000.0,203.227113614,1.27801046773,90000000,20.0,21.0,26.1914206824
5,53000000.0,5250000,57500000.0,172.422935276,1.57467330573,8000000,19.0,12.0,23.7770454958
6,5000000.0,250000,5750000.0,120.781780613,2.38482598282,4500000,4.0,18.0,20.2359194928
7,500000.0,28750000,4500000.0,94.8511801891,1.57574227875,30750000,17.0,9.0,19.4908555621
8,17000000.0,84500000,19000000.0,90.9128285916,1.412245299,90000000,9.0,23.0,20.3186715708
9,10250000.0,0,11250000.0,83.9249018264,1.88435697025,4750000,5.0,20.0,18.8435697025
10,500000.0,67000000,4500000.0,64.3703344831,1.29071632404,69750000,17.0,12.0,18.4351164994
11,5000000.0,85250000,5750000.0,47.6570956187,1.85443673751,90000000,4.0,20.0,16.5865864202
12,17000000.0,28500000,19500000.0,36.7772619292,1.42391682333,31000000,11.0,11.0,15.6630850566
13,10000000.0,28500000,11250000.0,22.7095111402,1.72284480387,30750000,6.0,10.0,13.345098467
14,8750000.0,5250000,9250000.0,18.9126770596,2.07361597354,8250000,3.0,13.0,12.9497276042
