250000	0	15.517509
500000	0	3.7251122
750000	0	2.0407283
1000000	0	2.308515
1500000	0	1.8194026
1750000	0	1.9193184
2000000	0	1.8796766
2500000	0	1.566194
2750000	0	5.148542
3000000	0	3.3588586
3250000	0	3.3306367
4500000	0	1.5686883
4750000	0	2.7759569
5000000	0	3.7576466
5250000	0	1.457138
5500000	0	1.5872327
5750000	0	1.4401404
6000000	0	1.6085286
6500000	0	4.777073
6750000	0	5.219228
7000000	0	1.9122099
7250000	0	2.3495362
7500000	0	3.1095133
7750000	0	3.404799
8000000	0	1.486267
8250000	0	1.7011319
8500000	0	11.572799
8750000	0	2.3864202
9250000	0	7.5233383
9500000	0	1.7575177
9750000	0	3.0571845
10000000	0	5.8670325
10500000	0	1.48429
10750000	0	1.4844401
11750000	0	1.9627861
12000000	0	4.78944
12250000	0	4.042416
12500000	0	2.068817
12750000	0	3.1158183
14000000	0	3.1172369
14250000	0	1.7718693
14500000	0	1.3166493
14750000	0	2.9727604
15000000	0	4.8978367
15250000	0	4.7260966
15500000	0	1.6907154
16000000	0	6.0477595
16250000	0	4.614322
16500000	0	9.036655
16750000	0	4.212964
17500000	0	3.0542939
17750000	0	4.9121313
18000000	0	2.9757626
18250000	0	1.5177156
18750000	0	5.3491488
19000000	0	2.9627428
19250000	0	1.5018996
19500000	0	1.5615042
19750000	0	1.8763297
20750000	0	2.6246333
22750000	0	3.560207
27750000	0	5.8160872
28250000	0	2.9033256
28500000	0	3.2430458
28750000	0	3.155648
29000000	0	3.2384036
29250000	0	2.2619998
30250000	0	1.8815438
30750000	0	2.6648755
31500000	0	1.5699358
31750000	0	1.6930593
32750000	0	1.5984758
33000000	0	1.5464076
33500000	0	4.8718038
34000000	0	1.9261677
34250000	0	3.380567
34500000	0	4.2438726
35000000	0	2.031144
35250000	0	1.7732873
35500000	0	5.1378646
36000000	0	1.5869168
36500000	0	3.378585
37000000	0	2.4458547
37250000	0	4.593391
37500000	0	7.0550637
37750000	0	2.7335188
38000000	0	2.1586504
38250000	0	1.6080695
38500000	0	3.198646
38750000	0	1.5605732
39000000	0	1.6642814
39250000	0	4.8429265
39750000	0	1.5402043
40250000	0	4.9357295
40500000	0	1.6379974
41000000	0	4.5799527
41750000	0	2.9224226
42000000	0	1.6328437
42250000	0	3.1216822
42500000	0	3.314955
43000000	0	3.4769843
43250000	0	3.5644283
44000000	0	4.0961394
44750000	0	2.0719795
45000000	0	4.5358167
45500000	0	7.920414
45750000	0	1.4625725
46000000	0	1.3692708
46250000	0	3.0310075
46500000	0	3.1047294
46750000	0	1.5462372
47000000	0	1.4157829
47750000	0	1.6962178
48000000	0	3.0254283
48250000	0	1.749008
48500000	0	2.721318
48750000	0	2.950188
49000000	0	5.808574
49250000	0	2.8990848
49500000	0	1.8654293
49750000	0	3.0157409
50000000	0	4.609894
50250000	0	3.0577574
50500000	0	4.581817
50750000	0	5.516359
51000000	0	4.269938
51250000	0	1.8649168
51500000	0	3.9382126
51750000	0	5.777193
52250000	0	2.11412
52750000	0	2.177019
53000000	0	1.9815253
53250000	0	2.0951784
53750000	0	2.2627175
54250000	0	3.626932
54500000	0	5.0463824
54750000	0	6.1418996
55500000	0	3.8931007
55750000	0	5.82861
56000000	0	1.8128071
57000000	0	2.1887934
57250000	0	2.1409101
57750000	0	3.470532
58000000	0	1.9745113
58250000	0	4.1280837
58500000	0	4.4407105
58750000	0	6.75408
59000000	0	13.929096
0	250000	31.668243
250000	250000	11.72625
500000	250000	1.4902875
750000	250000	3.265697
1250000	250000	2.4241087
1500000	250000	2.911518
2250000	250000	0.7433129
2500000	250000	0.62657964
2750000	250000	1.373168
3000000	250000	3.3594055
3250000	250000	2.6649432
3500000	250000	0.7467472
3750000	250000	1.402981
4000000	250000	0.6896975
4250000	250000	2.47059
4500000	250000	2.51031
4750000	250000	2.7764087
5250000	250000	2.3318002
5500000	250000	1.269993
5750000	250000	2.3045998
6000000	250000	1.9305487
6250000	250000	2.3775687
6500000	250000	2.5481868
6750000	250000	2.7840414
7000000	250000	3.8250422
7250000	250000	1.879935
7500000	250000	2.4880157
7750000	250000	1.3621414
8000000	250000	1.1892071
8250000	250000	3.402818
8500000	250000	1.5432911
8750000	250000	2.8641706
9000000	250000	3.3902435
9250000	250000	1.5049126
9500000	250000	5.6249723
9750000	250000	3.057682
10000000	250000	2.9339938
10250000	250000	3.0611868
10500000	250000	2.3752506
10750000	250000	1.7816181
11000000	250000	1.2515053
11250000	250000	1.8796248
11500000	250000	2.5668938
11750000	250000	5.4966955
12000000	250000	0.95804393
12250000	250000	4.851689
12500000	250000	1.655323
12750000	250000	1.8697953
13000000	250000	0.65671676
13250000	250000	0.603534
13500000	250000	0.6015101
13750000	250000	3.97766
14250000	250000	1.4177263
14500000	250000	2.6337273
14750000	250000	2.3785956
15000000	250000	7.1846633
15250000	250000	3.7814927
15500000	250000	2.7055852
15750000	250000	4.5624804
16000000	250000	4.8389955
16250000	250000	1.8460293
16500000	250000	2.410167
16750000	250000	1.6854601
17000000	250000	0.58983624
17250000	250000	1.2127135
17500000	250000	1.8328748
17750000	250000	1.9651724
18000000	250000	2.976247
18250000	250000	1.2143701
18750000	250000	0.71333593
19000000	250000	1.7779351
19250000	250000	3.605146
19500000	250000	2.4988136
19750000	250000	3.7532704
20000000	250000	1.8253663
20250000	250000	5.148548
20750000	250000	2.1000485
21000000	250000	3.9829924
21250000	250000	1.7580217
21500000	250000	5.193679
21750000	250000	7.907243
22000000	250000	1.2303581
22250000	250000	5.261487
22500000	250000	1.365118
23000000	250000	2.6165109
23250000	250000	1.8975765
23500000	250000	4.823251
23750000	250000	4.5816684
24000000	250000	2.0594535
24250000	250000	5.163312
27500000	250000	1.3573668
27750000	250000	4.6536274
28000000	250000	4.5993915
28250000	250000	2.3230386
28500000	250000	1.2974296
28750000	250000	3.787394
29000000	250000	1.2955723
29250000	250000	0.9049473
29500000	250000	0.9871419
29750000	250000	4.700052
30000000	250000	2.3806095
30250000	250000	1.50548
30500000	250000	2.7947288
30750000	250000	8.52899
31000000	250000	6.090482
31250000	250000	0.88288575
31500000	250000	1.2561531
31750000	250000	2.032002
32250000	250000	0.8875985
32750000	250000	1.2789888
33000000	250000	1.2373276
33250000	250000	2.5413706
33500000	250000	1.2993591
33750000	250000	0.6977888
34500000	250000	2.829709
34750000	250000	2.2253878
35000000	250000	1.6251796
35250000	250000	1.4188608
35500000	250000	2.0554805
35750000	250000	2.217131
36000000	250000	4.4440904
36250000	250000	2.6895642
