,0,250000,500000,750000,1000000,1250000,1500000,1750000,2000000,2250000,2500000,2750000,3000000,3250000,3500000,3750000,4000000,4250000,4500000,4750000,5000000,5250000,5500000,5750000,6000000,6250000,6500000,6750000,7000000,7250000,7500000,7750000,8000000,8250000,8500000,8750000,9000000,9250000,9500000,9750000,10000000,10250000,10500000,10750000,11000000,11250000,11500000,11750000,12000000,12250000,12500000,12750000,13000000,13250000,13500000,13750000,14000000,14250000,14500000,14750000,15000000,15250000,15500000,15750000,16000000,16250000,16500000,16750000,17000000,17250000,17500000,17750000,18000000,18250000,18500000,18750000,19000000,19250000,19500000,19750000,20000000,20250000,20500000,20750000,21000000,21250000,21500000,21750000,22000000,22250000,22500000,22750000,23000000,23250000,23500000,23750000,24000000,24250000,24500000,24750000,25000000,25250000,25500000,25750000,26000000,26250000,26500000,26750000,27000000,27250000,27500000,27750000,28000000,28250000,28500000,28750000,29000000,29250000,29500000,29750000,30000000,30250000,30500000,30750000,31000000,31250000,31500000,31750000,32000000,32250000,32500000,32750000,33000000,33250000,33500000,33750000,34000000,34250000,34500000,34750000,35000000,35250000,35500000,35750000,36000000,36250000,36500000,36750000,37000000,37250000,37500000,37750000,38000000,38250000,38500000,38750000,39000000,39250000,39500000,39750000,40000000,40250000,40500000,40750000,41000000,41250000,41500000,41750000,42000000,42250000,42500000,42750000,43000000,43250000,43500000,43750000,44000000,44250000,44500000,44750000,45000000,45250000,45500000,45750000,46000000,46250000,46500000,46750000,47000000,47250000,47500000,47750000,48000000,48250000,48500000,48750000,49000000,49250000,49500000,49750000,50000000,50250000,50500000,50750000,51000000,51250000,51500000,51750000,52000000,52250000,52500000,52750000,53000000,53250000,53500000,53750000,54000000,54250000,54500000,54750000,55000000,55250000,55500000,55750000,56000000,56250000,56500000,56750000,57000000,57250000,57500000,57750000,58000000,58250000,58500000,58750000,59000000
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.600929112248,0.584963795464,0.0,1.07096784454,0.566972432773,0.0,0.0,0.0,0.911442236896,0.928054229827,0.571315648289,0.602246559346,0.0,0.568624232637,0.988438615738,0.0,1.17634164569,0.0,0.0,0.666182838295,0.0,0.0,0.0,0.0,0.81356070899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69358653403,0.667533380056,0.777022733489,1.61622908016,0.824311354783,0.748380495363,0.949482654489,0.617514816342,1.63633698656,1.70075350631,0.0,0.591439651282,1.41615787421,0.956550059327,0.598525353786,1.01531285027,0.0,0.616759211187,0.0,0.531636213486,0.0,1.02589599384,1.00370439793,0.0,0.0,0.614147024241,0.0,0.0,0.0,0.0,0.0,0.0,1.15640960762,0.0,0.0,0.945819941445,0.60965290223,0.0,0.0,0.0,1.68556527282,0.604417655672,1.63562209501,0.0,0.571174273388,1.30842857182,0.0,1.54471168301,0.600993184763,0.580872259848,0.607785079131,0.0,0.62980226679,0.0,1.08199359328,0.0,0.866232632214,1.04762315854,0.0,0.0,0.0,0.0,0.587411427843,0.906653159307,0.0,1.19215111267,0.578476739501,0.0,0.0,0.0,0.5880766784,0.99761833679,0.0,0.0,0.864227077678,0.911743729911,0.54970887614,0.0,0.663353524742,0.565806943121,0.0,0.571809089426,0.0,1.04931524606,0.0,1.05850736338,0.68994543544,1.36485599273,0.67178242077,1.14216996181,0.0,0.0,1.09852785177,1.42831578803,1.43583614751,0.761629041503,0.0,1.04032685174,0.614535644105,0.0,1.67580731898,0.0,1.37287352829,1.0854378523,0.649581059784,1.12425713067,1.08354220321,0.691858620723,0.744059139748,1.67169771426,1.89740788844,0.0,0.0,0.713690219958,0.751598383388,0.616278825128,1.01419677587
250000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.594132156287,0.637259347426,1.49068842992,1.04592201896,1.41414821562,0.974870459613,0.609601155931,0.600060367244,0.0,0.0,0.976395463277,0.606343363846,1.30336786599,0.964911434067,0.0,1.0385860607,0.679767333282,0.0,0.970726377899,0.0,0.705245154072,0.0,0.0,1.71781668856,0.0,1.31307743802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57146352629,1.91976151984,0.0,0.790630588102,0.619001888479,0.654557224438,0.0,0.793543223591,0.0,0.627356889619,0.988967683463,1.00575765487,1.297370001,1.06622882549,0.71859609245,0.653769403073,0.0,0.0,0.0,1.07710876968,0.660091739797,0.697387826298,0.623981436989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99470431016,0.646359300481,0.0,0.0,0.0,1.06547354943,0.640898745961,1.02548979487,0.0,0.606195647234,1.58829284287,0.0,0.586517943749,0.637326204304,0.99481240644,1.0330884645,1.3963517407,0.0,0.0,0.0,0.0,1.17440026549,0.693764539954,0.0,0.0,0.0,0.0,1.00415273365,0.586931187975,0.0,0.976337379637,0.991384104076,0.0,0.934458336975,0.578341813495,1.28045509199,0.0,0.0,0.0,1.17200827885,0.959577513509,0.583760459493,0.0,0.702301204346,0.973192857319,0.609163053187,0.981823271312,0.0,1.38917530721,0.0,1.11061483572,1.44101381701,0.718479880933,0.711070641367,0.0,2.15289319136,0.0,1.4458164224,1.48872826593,1.49638707972,0.804367976185,0.0,1.37878405424,0.0,0.750321385942,0.0,1.13813286071,0.724005380936,0.0,1.37851220857,1.47526556015,1.65451521149,0.0,1.22078626262,1.20524299729,0.704160955657,1.34599212733,1.14926934403,0.754628094477,0.793967831609,0.653268543022,0.0
500000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1970489396,0.612953799036,0.967907753856,1.01231316706,0.0,1.20897885313,0.0,0.0,0.0,0.567515054984,1.21069644988,0.948744717665,0.992024687115,0.0,0.580172416615,1.2804687929,0.0,0.569575227658,0.575574622752,1.23171488937,0.679123608311,0.0,0.0,1.15363224542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.706894353682,1.36725177142,0.791387245873,1.32479311612,1.28901157701,1.48844319484,0.595204804565,1.5060258085,0.0,1.49256770253,0.785281914879,0.60332599612,0.0,0.60038060505,1.25963620786,1.03224771019,0.692131815251,1.28847963756,0.0,1.35635821269,0.0,0.651679732988,1.29800625127,1.35359992541,0.600044759861,1.50033049702,0.0,0.0,0.0,0.0,0.0,0.0,0.750671613518,0.0,1.24872187139,1.23129251916,1.00230981003,0.0,0.0,0.586673879319,1.03150610056,0.995042760826,0.992263025101,0.0,0.0,1.72653169728,0.0,0.563648161265,1.26355792134,0.0,0.0,0.0,0.642239785388,1.04618593155,1.09954358821,0.0,0.881632576805,1.06486124291,0.0,0.0,0.0,1.18730129376,1.24190306983,0.564049430515,0.0,0.944061917864,1.22756110983,0.0,0.903030319942,0.555710096357,0.599913646034,0.630649508805,0.0,0.0,0.879604755559,0.927637038395,0.0,0.917110475792,0.0,0.940979832263,0.0,0.583404968163,0.0,0.0,0.744862965686,1.07584537822,1.11200046573,0.692018593946,1.37374583162,0.739720890208,1.4098001966,0.0,0.706385022414,0.735026232198,0.740180898318,0.775805295841,1.78042728522,1.05749733457,0.0,1.13830106534,0.910865803523,0.0,0.0,0.0,0.662294472984,1.43517261665,0.69501802943,0.705143585093,0.0,1.46503449004,1.07845502249,1.02894904968,1.62768454549,0.0,1.49316857805,1.01148610509,0.0
750000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.666440202998,0.713189386998,1.38929340948,0.0,0.793608072642,0.674770661887,0.683227896725,0.672876409702,0.0,1.05753074658,0.0,0.67969424424,0.71467655147,1.06350286988,0.676643490781,0.725312776336,0.0,1.06063402469,0.0,1.09538756149,1.52332243946,0.0,0.0,1.29988403982,0.0,0.950211192704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.788064965206,0.909881476407,1.80748500562,0.0,1.33839676849,0.0,1.67073073448,0.835540570681,0.881272860794,1.36991494793,0.0,1.08893185072,0.699188594413,1.41217536485,0.74744495946,0.800914178316,0.731041870702,0.0,0.0,0.0,2.18728680529,1.15781158146,1.21034326975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.865309430917,0.0,0.702737644689,1.09499067186,0.723032240253,0.0,0.0,0.683902545295,1.16957885558,0.0,1.4187041924,0.0,0.67953399012,0.759339380492,0.0,0.0,1.64142986866,0.690517756653,0.720925709735,1.51499285031,0.0,1.18529902964,1.2423040066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.627358470261,0.0,0.0,0.0,0.643063806555,1.03968547684,1.10596694344,1.44528871359,0.675021905721,0.0,1.00588932247,0.662739569682,0.655171885551,1.32745880048,0.0,0.673448968412,0.0,0.0,0.0,0.77559628285,0.858936411787,1.21701154923,0.0,0.800789191627,1.22941880134,0.0,1.57012405094,0.0,0.0,0.848135866305,0.0,0.0,1.23165034295,1.49677287247,0.7285364284,1.28358358181,0.0,1.78371778808,0.806728735678,0.805681309219,0.76794375129,1.59669486357,1.24397011008,0.815260250296,1.33234058341,0.0,0.785385829859,0.744748485008,0.0,0.0,0.881726864364,1.14811318434,0.0
1000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.18494624181,1.25101478417,1.22566769898,1.49144746277,0.0,0.570895644761,1.41893140614,0.0,0.0,0.0,0.571961042162,0.0,0.0,0.563949958975,0.572555896713,0.0,0.646000775927,0.919714145302,0.568002894761,1.21943257388,1.06842242635,0.0,0.0,0.0,0.0,1.26261957501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07024494669,0.781917796681,1.86060417418,1.27644567758,1.70379436486,1.22322990049,0.0,1.41837892724,0.755975208388,0.77586076442,0.595486908451,0.580763057014,0.592569597312,0.0,1.29864376169,1.08570842409,0.620931655828,0.0,0.882186414815,0.0,0.0,0.627025967626,0.663004809475,0.592236936626,0.618306709425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.595724719459,0.951360263862,0.0,0.0,0.0,1.20977482003,0.0,0.98411912295,1.46698694988,0.0,1.2035805274,0.646209754012,0.0,0.556193653392,0.605088073074,0.0,0.988765056066,0.535875284802,0.634037973984,1.03494101803,0.0,0.0,0.871482343902,0.659507456673,0.0,0.720282271285,0.0,1.38260523967,0.591438488869,0.556590931954,0.528984017698,0.933475150337,0.582458662941,0.0,0.0,0.548334333816,0.0,0.0,0.0,0.0,1.12443148594,0.0,0.553542698287,0.552780969401,0.667748189793,0.569724154391,0.577974151496,0.938816237007,0.0,0.0,1.15504699996,1.06442155725,1.10036541771,1.59375253761,1.07597331675,0.0,1.10785543883,0.0,0.697614985041,1.14219887418,0.731125728314,0.0,0.677766755896,0.65408556275,0.0,1.12651719971,0.900507793991,1.93651053938,1.37963249508,0.0,0.653911115289,1.64742869646,1.78039842629,1.10292597135,1.46867540967,0.737217365992,0.669543799541,0.0,1.10219532857,1.13202868934,0.756386451788,0.0,0.0
1250000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04197590325,1.39202441297,1.07999261341,1.1272151649,0.0,1.05304436251,0.0,0.65730407287,0.0,1.03672379976,1.05463873598,0.0,0.69843467708,1.04262931314,1.33769231051,1.11956774793,0.742181695826,1.03979246015,0.655956677934,0.674867928339,0.769221949443,0.0,0.0,1.27666630802,0.0,1.40423751557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.23793593211,0.770712067122,1.35439478691,0.972589247218,0.0,1.31484642485,1.07771379513,1.41946592559,0.81751065092,1.86832557127,0.884266960892,0.686420960172,1.06777902498,1.08531598328,0.694299566308,0.0,0.0,0.714545201206,0.0,0.0,0.0,0.0,0.0,1.18794966675,0.682823297195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.846870897823,0.0,0.68668419036,1.07377228105,0.706659674223,0.0,0.0,0.66815091062,0.730099891046,0.700846464856,0.698625099329,0.0,0.0,1.1637734909,0.0,1.03095559553,0.69704208556,1.35843301339,0.704586056445,0.0,1.14613943334,0.0,1.21960784753,0.0,0.61124489536,0.757042494884,0.0,0.0,0.0,0.644301099827,0.0,0.64328026315,0.0,1.05457798743,0.0,0.0,0.627986172384,0.0,0.0,0.0,0.659414528413,0.0,0.609662414126,0.0,1.02695537176,0.639044591164,0.766099596029,0.0,0.667019711555,0.664560872742,0.0,1.48268191489,0.0,1.19455399629,1.53601675053,0.783251743713,0.0,0.835016769851,0.80157216593,0.0,0.798863977742,0.0,0.835514942228,1.64667685549,1.50972150545,0.0,0.712078497002,0.816961193259,1.51327265716,0.0,0.789105922729,0.0,1.47170098034,1.2645952332,1.52326528178,1.23548237249,0.0,1.60224476366,1.19731458751,0.0,0.0,0.0,0.863067998368,1.12633688551,0.0
1500000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0496261553,1.3134497867,0.504350966336,0.878744075905,0.582983425573,1.56381637685,0.824524373311,0.0,0.0,0.478624115852,1.25964843772,0.820514715585,0.860125970081,0.482108814948,0.489749661803,0.872133640429,0.0,0.803592740438,0.0,1.71397347992,0.0,0.0,0.0,1.00925558172,0.0,0.711130310437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.24632508975,0.578515542779,0.0,1.16909116217,0.0,0.651717657782,1.28498092276,1.65431117746,0.995650079957,0.0,1.0707027147,0.0,1.27408116942,0.0,1.47719978604,1.15644125727,0.957024492102,0.0,0.0,0.456791418617,0.0,0.552916863014,1.51848155697,0.0,0.507251183058,0.875275885426,0.0,0.0,0.0,0.0,0.0,0.0,0.641202969109,0.0,1.29843016604,1.08155256218,1.64046856301,0.0,0.0,1.07288848375,0.545438158633,0.862893583832,0.860344524192,0.0,1.0670815795,0.0,0.0,1.0385598677,0.518699598503,0.500692314773,1.12177345277,1.19960176524,0.0,0.909896532484,0.959137670012,0.0,0.759386130149,0.92710801355,0.0,1.00259895171,0.0,0.797740952345,0.0,1.03916142564,0.760901151593,0.489185199755,1.07807003391,0.0,1.01827047516,1.22049688659,1.09245456877,0.880645149917,0.488472788211,0.0,1.18358608008,1.04467891585,0.792636298246,0.0,1.73343776138,0.81342354972,0.494564074566,1.57263545375,0.0,0.0,1.2992952386,1.20279180722,0.0,0.956884847632,0.58234871714,1.01539240578,0.603815054532,0.0,0.974572356898,1.50170730143,0.631802487054,1.34189239845,0.583741510954,0.5624942697,1.33538125761,1.26897577072,0.0,0.962234143123,1.44499232813,1.61832094125,1.39105326953,0.99862394664,0.591451718159,0.973046231222,1.03766829502,0.0,0.939651921929,1.52875448621,1.63129386159,1.00017078137,0.0,1.13432313148,2.11012851797
1750000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.880609749675,0.574172466387,0.0,1.22665275873,0.643453448296,1.14898405858,0.90077973594,0.539738666093,0.0,0.530904565825,0.0,0.545547926533,0.575446560257,0.53467786383,1.52722158082,0.584567043033,0.613635194529,0.878634928011,1.14443784049,0.909771004566,1.02349473526,0.0,0.0,1.60526200546,0.0,1.21343815621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05943990501,1.02527348729,1.1670859943,0.818057159118,0.790943086567,1.13042463392,1.3821685617,0.958874399337,1.36632471338,0.0,0.739072960581,0.923816065391,0.0,1.18281105564,1.19834087474,1.24875830337,0.64978545323,1.89031030153,0.0,1.09262674432,0.0,0.987677599464,1.23576788094,1.50644215409,0.561870672343,1.60794591997,0.0,0.0,0.0,0.0,0.0,0.0,1.11552407484,0.0,0.924135639959,0.554709198862,1.2155416267,0.0,0.0,1.36788308395,0.603067318764,1.20746214947,0.575612324105,0.0,0.545411323359,1.47933469404,0.0,0.527226766686,0.574234441404,0.554782296844,1.21266160711,0.507718943027,0.602108313199,0.0,1.04258693855,0.0,0.499985521584,0.0,0.0,0.0,0.0,0.528490615004,0.56110268196,1.12642912149,0.501106142265,1.15059281852,0.906268395629,0.0,0.852408294133,1.31532238965,0.561745729427,0.591047896855,0.541566154676,0.0,0.498624157708,0.0,0.867032544199,1.12039008821,0.634602845009,0.54022627758,1.16007699673,0.897210944866,0.0,1.50284517123,1.3969861497,1.01959025715,0.660381294117,0.0,0.642771622818,1.10155907596,0.665812519581,0.0,0.0,0.690858338157,1.39026959938,0.729973683725,1.31204893337,1.00179653272,1.75701490715,1.36559178399,0.0,1.54576510712,1.04718831908,0.653920397388,0.621260017506,1.08399734206,1.04410365517,0.662236737263,0.712902993035,0.0,0.636334810369,0.974130642331,0.0,0.683417247917,1.13455812603,1.43719900249,0.976234538459
2000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.702426890558,0.0,0.732189608591,1.49873924081,0.834040569564,0.711066810639,0.0,0.0,0.0,0.698334503108,1.12408605949,1.82984492283,1.17688530829,1.11164328195,0.713008874739,1.19126691531,0.0,0.700724946631,0.707681789515,0.0,1.2730617192,0.0,0.0,1.35322809842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62492398188,1.2750606598,0.0,1.53742272119,1.49911108504,1.39247596557,1.14797882638,0.77024108324,1.33733334486,0.924447217124,1.74643673656,0.73977648795,0.0,0.0,0.748068226692,0.786330828169,0.84158477173,1.1989912369,0.0,0.0,0.0,0.795373795677,0.0,0.818014794555,0.0,0.766313856262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.16067759769,0.0,0.0,0.0,0.0,1.1349651113,0.0,0.754955901055,0.752619138314,0.0,0.716005917506,0.0,0.0,0.693845436722,1.47179760979,0.0,0.0,0.669973047621,0.0,0.0,0.0,0.0,1.05481489983,0.0,0.0,0.883754564878,0.0,1.10159958891,1.15411211485,0.0,0.661856880391,1.12402317982,1.14030830112,0.0,1.07858915706,0.0,0.0,0.0,0.711327364956,0.0,0.658807531209,1.10585996073,1.09539562073,0.689841773717,0.0,0.709696187235,1.13338968335,1.42149558868,0.0,0.815434058674,0.901435578421,0.823326135038,0.0,0.0,0.83322772435,1.36038573761,0.860639449975,0.0,1.62411674923,1.35370257202,0.896138390635,0.0,1.82766691109,0.0,1.49478681713,0.0,1.59582477268,1.84450023219,0.0,0.0,0.807525537983,1.34081073682,0.0,1.85920167683,1.94592357754,2.28271375934,0.825548272135,0.783541707406,0.855764077759,1.34261868936,0.924914797488,0.0,1.21978846481
2250000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0451192081,1.80217447758,0.0,1.13049821923,0.77879684751,0.661512607346,0.0,0.659644614796,0.0,0.649408331987,0.662697833851,1.06274518587,0.700876482397,0.0,0.663359525884,1.41350832901,0.74472687893,1.32343086301,0.0,0.677252247771,0.0,0.0,0.0,1.28016732954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.802090819159,0.0,1.35799699044,1.78479393277,0.0,0.862347571797,1.58816585806,1.83262411884,0.820223433528,1.63472794653,1.34969354903,0.0,0.0,0.685596394994,0.696731449387,1.15168776569,0.786013239569,1.42190163056,0.0,0.0,0.0,0.0,1.13923330299,0.0,0.68522720015,0.714120935544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09320908428,0.0,0.709121361247,0.0,0.0,0.0,1.15089998015,0.703294175242,1.10915871245,0.0,0.666210113565,0.0,0.0,0.0,0.699480582164,0.0,0.0,0.622473504455,0.731517147316,0.0,0.0,0.0,0.0,1.18629808263,0.0,1.27260122541,0.0,0.646608721898,1.37305581701,0.0,0.0,0.0,1.07349483668,0.0,0.0,1.02218362579,1.08784560202,0.0,0.661760378044,0.0,0.611880258008,0.0,0.0,1.02892027998,0.768699359345,1.33647145886,0.669384572881,0.0,0.0,0.761008892527,0.0,1.19793932947,1.23620405182,0.785889885401,0.77801943793,0.837766653832,0.0,0.0,0.0,0.0,1.2877735954,1.33676868778,2.09003980614,1.17848925953,1.12705289314,1.26398942959,1.02223435749,1.22657134295,1.2280434284,0.0,0.0,1.26807986365,1.52706179782,1.54284059075,0.857607249826,2.03327656182,1.2007039675,0.0,1.54198066128,0.0,1.32286874048,0.716491567629,0.0
